Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output
4/27/2025 2:00,73.23348503,22.82648685,25.52777205,23.56895758,0.84,75.36497818,47.15263033,0.09,0.43,Eco Mode,4
4/27/2025 3:00,80.08468476,20.70637707,23.48056442,22.26044266,0.79,73.27474192,41.10635034,0.09,1.74,Eco Mode,4
4/27/2025 4:00,74.59192095,20.94422596,29.43749874,27.82374299,0.8,67.35085554,51.8066328,0.11,3.82,Reduce AHU,1
4/27/2025 5:00,74.92123624,22.85419858,29.3961441,25.07630318,0.83,74.08930675,48.14619417,0.08,1.08,Increase Chiller,0
4/27/2025 6:00,60.22266119,19.21723087,25.65310302,23.04855525,0.62,51.09752185,42.06590848,0.06,0.95,Increase Chiller,0
4/27/2025 7:00,64.76108682,21.13185394,23.90334349,26.09364426,0.82,72.67236088,47.46007885,0.09,2.09,Boost All,3
4/27/2025 8:00,77.61431039,22.4353376,26.4624104,25.68144982,0.86,74.48641686,52.86009523,0.09,1.68,Increase Chiller,0
4/27/2025 9:00,56.1470359,21.94228211,27.26606174,26.29248927,0.65,50.79697224,48.50819146,0.09,2.29,Increase Chiller,0
4/27/2025 10:00,68.63664619,22.70024792,27.55075753,22.72046976,0.73,64.0271849,43.81635237,0.07,1.28,Boost All,3
4/27/2025 11:00,47.27465291,18.84800356,22.4967011,22.61981228,0.67,52.78521753,49.43842876,0.07,1.38,Maintain,2
4/27/2025 12:00,65.54997621,20.65679415,24.69954996,23.44286823,0.78,66.53971334,50.33411684,0.1,0.56,Boost All,3
4/27/2025 13:00,32.78163689,18.19614888,22.24510451,24.25240237,0.57,40.33951262,49.66591782,0.06,0.25,Reduce AHU,1
4/27/2025 14:00,100,26.14861679,29.52812191,23.54908257,1.04,100,47.6854593,0.09,0.45,Maintain,2
4/27/2025 15:00,44.4463608,19.06956968,27.83781527,22.63124348,0.65,51.55496094,47.3824501,0.08,1.37,Increase Chiller,0
4/27/2025 16:00,51.73502655,19.81232386,25.69567398,26.8336089,0.63,45.27317918,53.31337316,0.07,2.83,Increase Chiller,0
4/27/2025 17:00,57.98790155,19.86368896,21.56192988,20.23274519,0.65,54.32155552,43.15026033,0.07,3.77,Increase Chiller,0
4/27/2025 18:00,10.7035079,15.96880929,22.31579127,20.170556,0.38,20,44.62372698,0.04,3.83,Eco Mode,4
4/27/2025 19:00,71.27914531,24.4570832,27.7324584,23.02618835,0.85,78.01300912,45.00855149,0.08,0.97,Maintain,2
4/27/2025 20:00,35.85639556,19.88992258,26.38541696,23.67188487,0.53,39.16974702,43.80957616,0.08,0.33,Reduce AHU,1
4/27/2025 21:00,65.93397861,21.42870834,25.46758742,24.31082105,0.76,63.44910582,50.86502072,0.06,0.31,Increase Chiller,0
4/27/2025 22:00,70.11420552,22.21140568,26.38970804,24.97786746,0.82,73.48415058,47.29333315,0.11,0.98,Increase Chiller,0
4/27/2025 23:00,58.28078437,22.01048957,28.94665413,26.56478352,0.66,51.7953628,49.99250433,0.06,2.56,Reduce AHU,1
4/28/2025 0:00,92.25152228,23.93877844,29.96571073,26.56469054,0.99,90.72636494,52.55035746,0.14,2.56,Eco Mode,4
4/28/2025 1:00,89.86837057,23.20658824,26.89883047,26.17696723,0.9,80.95031832,49.81742598,0.1,2.18,Maintain,2
4/28/2025 2:00,55.20926792,19.8486472,24.36910541,23.64548793,0.66,51.61592564,49.90957341,0.07,0.35,Reduce AHU,1
4/28/2025 3:00,97.74395663,26.6785475,30.85937058,29.05491458,1.03,89.75074501,61.52819362,0.12,5.05,Increase Chiller,0
4/28/2025 4:00,82.77703116,24.12722546,32.76653164,24.97660099,0.99,91.85701214,51.49928599,0.14,0.98,Eco Mode,4
4/28/2025 5:00,99.6966668,24.95231045,28.23482325,23.6423852,1,99.05594768,42.39193683,0.09,0.36,Boost All,3
4/28/2025 6:00,35.65351941,18.49200702,22.80444668,24.19163432,0.56,42.45620037,45.00854673,0.07,0.19,Eco Mode,4
4/28/2025 7:00,65.4022013,21.50940729,24.91814618,24.03331147,0.76,62.43005612,52.89677135,0.09,0.03,Maintain,2
4/28/2025 8:00,83.33576653,24.18208582,28.31916038,21.91201976,0.92,87.6631245,43.94270356,0.14,2.09,Maintain,2
4/28/2025 9:00,85.30007168,25.19374531,32.22962007,21.71047177,0.96,92.67079602,43.32317574,0.1,2.29,Increase Chiller,0
4/28/2025 10:00,100,26.02091153,32.0552137,26.21151118,1.08,100,56.8777133,0.09,2.21,Increase Chiller,0
4/28/2025 11:00,81.01138114,25.2715124,35.23026737,28.15368968,0.96,82.24700127,60.76572921,0.08,4.15,Eco Mode,4
4/28/2025 12:00,58.88861279,19.98549353,24.18033677,21.59100898,0.69,60.58391248,41.68928955,0.1,2.41,Boost All,3
4/28/2025 13:00,79.07862236,23.115589,27.84798637,19.65249385,0.75,70.27225981,37.9317577,0.11,4.35,Boost All,3
4/28/2025 14:00,69.55541194,21.36654141,27.7005673,26.15778859,0.85,74.40771166,51.18459157,0.13,2.16,Reduce AHU,1
4/28/2025 15:00,66.74567187,23.4256217,25.48569785,27.65209569,0.82,69.99396818,52.38006033,0.1,3.65,Boost All,3
4/28/2025 16:00,81.9355633,23.84871598,27.78366492,26.54947032,0.89,78.46053224,53.34555822,0.13,2.55,Increase Chiller,0
4/28/2025 17:00,68.42294704,22.4008144,23.87107801,25.73155654,0.81,71.18622987,49.05784197,0.1,1.73,Boost All,3
4/28/2025 18:00,79.74616489,24.06705599,29.69012118,29.37023518,0.98,85.35440247,58.53369754,0.1,5.37,Eco Mode,4
4/28/2025 19:00,87.02960894,25.13702005,28.893087,26.70521631,0.97,84.82479227,57.74021812,0.14,2.71,Boost All,3
4/28/2025 20:00,61.5612103,21.01194204,24.42757495,22.71525618,0.75,67.52456522,42.4014896,0.09,1.28,Maintain,2
4/28/2025 21:00,72.90305054,21.77180199,25.85229582,22.54233351,0.8,71.08768643,46.61330654,0.06,1.46,Boost All,3
4/28/2025 22:00,47.10000347,19.77012527,20.10110954,24.78992883,0.56,42.12216811,45.51996567,0.05,0.79,Eco Mode,4
4/28/2025 23:00,71.07156519,22.78012065,30.13634234,22.40852635,0.75,65.94132718,44.36166164,0.1,1.59,Maintain,2
4/29/2025 0:00,62.48414188,20.10548234,27.32813448,25.78728094,0.81,69.33533998,50.83720612,0.1,1.79,Maintain,2
4/29/2025 1:00,60.88662216,20.32585584,25.03062512,18.03834704,0.63,55.71079633,37.56181338,0.09,5.96,Eco Mode,4
4/29/2025 2:00,68.62908151,21.7337571,26.43774261,29.17093127,0.87,74.93403372,54.13879633,0.1,5.17,Increase Chiller,0
4/29/2025 3:00,74.83498844,22.95509731,29.91502751,21.40735996,0.82,73.71054611,45.76839429,0.1,2.59,Eco Mode,4
4/29/2025 4:00,100,24.32921435,30.66923789,26.44557807,1.04,100,48.09878544,0.13,2.45,Reduce AHU,1
4/29/2025 5:00,82.57312596,22.51615916,33.00278035,26.09722812,0.84,72.60969526,51.78822793,0.08,2.1,Eco Mode,4
4/29/2025 6:00,75.37393098,22.91560159,28.01341634,22.40520432,0.84,78.01132113,43.04605201,0.09,1.59,Boost All,3
4/29/2025 7:00,88.9272135,24.28583396,27.75152726,22.29884049,1,98.28053879,42.57876716,0.15,1.7,Eco Mode,4
4/29/2025 8:00,83.20458645,22.62226017,26.97092692,24.53740207,0.98,91.29490254,50.5409632,0.13,0.54,Reduce AHU,1
4/29/2025 9:00,89.96148492,22.91350448,28.73938274,25.21619857,0.94,88.63524305,46.08358245,0.08,1.22,Boost All,3
4/29/2025 10:00,53.22997665,21.01784913,22.74110926,26.80242524,0.73,58.31263878,52.80959602,0.1,2.8,Increase Chiller,0
4/29/2025 11:00,10,17.22912416,22.61239895,23.50784055,0.38,20,43.58382813,0.06,0.49,Maintain,2
4/29/2025 12:00,49.63153162,19.74710214,25.20515844,22.54747403,0.69,55.63152451,49.53980459,0.08,1.45,Boost All,3
4/29/2025 13:00,54.80217775,20.90301715,28.0790352,28.52405772,0.74,55.52041506,59.1493585,0.07,4.52,Increase Chiller,0
4/29/2025 14:00,48.08947805,18.0856456,25.19949717,23.74569785,0.6,46.24716643,46.65307419,0.09,0.25,Eco Mode,4
4/29/2025 15:00,67.59912521,21.01261068,26.50547112,19.37652141,0.68,60.05567888,39.9755212,0.09,4.62,Eco Mode,4
4/29/2025 16:00,42.01559372,19.44226422,23.19121074,24.34517633,0.62,46.64183821,48.84378745,0.06,0.35,Eco Mode,4
4/29/2025 17:00,62.43500336,22.04564552,31.54799845,19.43830332,0.76,71.37799127,36.93087293,0.07,4.56,Maintain,2
4/29/2025 18:00,90.54623059,24.44386313,32.49181515,23.54494379,0.92,82.79260311,51.47412283,0.1,0.46,Reduce AHU,1
4/29/2025 19:00,41.69202396,19.71597478,25.39652876,22.71091873,0.49,31.99301786,47.12621503,0.05,1.29,Eco Mode,4
4/29/2025 20:00,47.04520577,19.20481901,25.38713156,23.5192669,0.57,43.70517365,43.98648905,0.07,0.48,Boost All,3
4/29/2025 21:00,49.19734309,21.30221843,29.21739561,21.24500785,0.58,48.41055857,39.3946914,0.07,2.75,Maintain,2
4/29/2025 22:00,87.6900837,23.03275292,26.67588237,20.55972374,0.93,89.40296035,43.7622842,0.12,3.44,Eco Mode,4
4/29/2025 23:00,80.17881969,23.74296761,29.9213142,22.52297102,0.8,71.94569665,45.14946709,0.09,1.48,Increase Chiller,0
4/30/2025 0:00,39.87889819,19.76415711,26.81806623,24.09223595,0.49,29.89784857,50.57336734,0.05,0.09,Maintain,2
4/30/2025 1:00,88.89279731,25.73834744,35.26150373,27.68008702,1.05,94.28646853,59.39588562,0.09,3.68,Reduce AHU,1
4/30/2025 2:00,73.91166757,21.79620579,27.70573063,21.77333183,0.78,68.58308901,46.45124023,0.08,2.23,Eco Mode,4
4/30/2025 3:00,40.57604554,17.68761822,23.60835728,25.48998079,0.52,34.39541356,48.71955129,0.07,1.49,Increase Chiller,0
4/30/2025 4:00,63.91610602,20.8393367,23.30955112,18,0.6,55.07676016,31.9636512,0.06,6,Boost All,3
4/30/2025 5:00,54.32028766,20.16022829,24.55686533,22.50859344,0.58,45.51733689,42.74964056,0.05,1.49,Reduce AHU,1
4/30/2025 6:00,72.05471805,23.49306838,25.18345818,23.70165837,0.81,74.02484762,43.27958836,0.08,0.3,Boost All,3
4/30/2025 7:00,62.72342774,23.4134412,30.17125991,27.52582391,0.81,69.20371942,50.50752968,0.09,3.53,Increase Chiller,0
4/30/2025 8:00,31.37354071,18.78308617,26.87266252,25.65237302,0.47,28.36395126,48.05175789,0.05,1.65,Maintain,2
4/30/2025 9:00,100,25.84302404,31.18098398,20.9933069,0.93,90.67213627,41.45705685,0.13,3.01,Boost All,3
4/30/2025 10:00,61.08167217,21.66180386,28.73905305,23.57179503,0.73,63.88200958,43.72332315,0.11,0.43,Eco Mode,4
4/30/2025 11:00,36.60872632,20.82788473,27.95810886,18.28155994,0.54,43.87838644,38.3548996,0.08,5.72,Eco Mode,4
4/30/2025 12:00,86.28881746,23.89829514,28.44585789,27.54584637,0.98,86.41417421,58.09371398,0.09,3.55,Eco Mode,4
4/30/2025 13:00,89.97259396,25.64945236,30.96020253,22.27734431,0.88,80.19095146,48.11578848,0.08,1.72,Increase Chiller,0
4/30/2025 14:00,88.59758588,24.1936197,28.25997769,27.005239,0.94,82.29650362,55.36757167,0.12,3.01,Increase Chiller,0
4/30/2025 15:00,79.11450503,22.55789195,26.81120156,23.48337711,0.93,89.03853093,44.35645358,0.14,0.52,Maintain,2
4/30/2025 16:00,65.41122886,22.23817952,25.37845086,29.79426521,0.88,74.63188673,56.5323295,0.12,5.79,Reduce AHU,1
4/30/2025 17:00,77.78203113,22.27218249,25.10325065,19.99700694,0.9,85.88466263,43.33617984,0.1,4,Increase Chiller,0
4/30/2025 18:00,100,24.59291766,26.86435784,26.87961394,1.08,100,55.15034006,0.16,2.88,Boost All,3
4/30/2025 19:00,55.81359254,20.26387453,23.42663671,26.12184017,0.71,56.46138967,50.66272731,0.1,2.12,Increase Chiller,0
4/30/2025 20:00,71.00447701,22.49664663,27.95075636,22.29438056,0.84,74.7585699,49.00573583,0.12,1.71,Reduce AHU,1
4/30/2025 21:00,82.51402676,23.9849639,29.07738621,18,0.79,77.6500694,33.93843913,0.09,6,Maintain,2
4/30/2025 22:00,91.26431378,23.77264144,30.9234038,26.42443854,0.95,88.24871718,48.86108942,0.1,2.42,Maintain,2
4/30/2025 23:00,65.91816146,21.52854314,24.59555962,23.44217832,0.82,72.68055349,47.23044827,0.08,0.56,Reduce AHU,1
5/1/2025 0:00,56.38750534,20.96269142,26.04439362,23.4378221,0.7,59.11425559,45.58684122,0.09,0.56,Maintain,2
5/1/2025 1:00,95.64084778,23.3754294,26.94342409,19.71055613,1.02,100,43.94659118,0.11,4.29,Increase Chiller,0
5/1/2025 2:00,66.34288028,18.96358071,22.14094396,27.37112183,0.82,69.38889588,53.30672437,0.09,3.37,Boost All,3
5/1/2025 3:00,97.03892239,26.46158658,30.95678045,20.95076556,0.99,98.90275129,40.17495642,0.14,3.05,Eco Mode,4
5/1/2025 4:00,96.60661964,26.96652843,30.05145249,25.31537403,1.04,100,47.66041317,0.15,1.32,Boost All,3
5/1/2025 5:00,81.33090768,21.61924758,25.51837021,28.5861357,0.93,77.93418576,61.38289126,0.09,4.59,Eco Mode,4
5/1/2025 6:00,65.87228918,22.1615529,30.83660623,23.89361335,0.82,72.74205887,48.01425452,0.1,0.11,Maintain,2
5/1/2025 7:00,92.05073312,23.53004014,29.64206196,26.46233292,1.05,98.05543558,53.09162496,0.12,2.46,Boost All,3
5/1/2025 8:00,58.62660299,22.06207398,26.62816246,24.5542605,0.67,55.83082487,44.39846015,0.06,0.55,Maintain,2
5/1/2025 9:00,62.55453832,21.33609899,27.51688881,25.89142315,0.7,57.02302748,48.68405466,0.08,1.89,Increase Chiller,0
5/1/2025 10:00,33.88695537,18.53667977,23.33981306,20.95048106,0.51,39.61236489,37.84374733,0.06,3.05,Reduce AHU,1
5/1/2025 11:00,81.10696206,24.25427826,29.93030357,21.29057319,0.77,72.15515156,39.01585583,0.1,2.71,Increase Chiller,0
5/1/2025 12:00,74.74605967,23.04977204,29.49521942,22.47523287,0.8,72.59025389,43.94450823,0.1,1.52,Maintain,2
5/1/2025 13:00,53.35205988,18.8584454,25.27863308,22.48880444,0.7,59.63922167,44.09153112,0.08,1.51,Eco Mode,4
5/1/2025 14:00,70.28369593,22.23561681,27.55739346,28.24011578,0.86,70.68551434,59.698656,0.08,4.24,Reduce AHU,1
5/1/2025 15:00,91.63724327,23.51285551,30.34610944,27.07309861,0.93,82.19146104,54.21029987,0.1,3.07,Increase Chiller,0
5/1/2025 16:00,48.74583768,19.11460439,22.94762901,20.69049412,0.69,57.48660625,45.79407387,0.08,3.31,Eco Mode,4
5/1/2025 17:00,75.20449914,21.13829451,28.55085989,25.32380929,0.83,70.52843226,53.14398938,0.1,1.32,Maintain,2
5/1/2025 18:00,66.14868709,21.50854589,26.12794404,25.08482304,0.84,72.46832158,51.9016285,0.07,1.08,Eco Mode,4
5/1/2025 19:00,59.04197807,21.58217343,25.47283349,24.87688138,0.75,61.02268197,52.45137938,0.08,0.88,Boost All,3
5/1/2025 20:00,10,16.02120897,20.24550313,20.16635631,0.38,20,43.55506402,0.05,3.83,Eco Mode,4
5/1/2025 21:00,43.41691624,20.23185266,26.71142612,20.81795798,0.62,52.76583376,40.27826983,0.06,3.18,Maintain,2
5/1/2025 22:00,99.23945727,25.10941175,32.25063114,25.27752185,1.03,100,46.95391414,0.12,1.28,Maintain,2
5/1/2025 23:00,60.27656909,21.2747088,25.79079103,28.87846797,0.83,68.66087442,56.27909389,0.07,4.88,Reduce AHU,1
5/2/2025 0:00,69.32965535,21.50481884,24.98792454,21.91712517,0.87,77.9748462,48.5825884,0.11,2.08,Maintain,2
5/2/2025 1:00,10,15.39691749,21.60677986,26.17199328,0.44,20,56.25575269,0.04,2.17,Eco Mode,4
5/2/2025 2:00,55.01492462,20.19604467,24.28798715,26.37810799,0.64,48.20455241,51.45574442,0.05,2.38,Eco Mode,4
5/2/2025 3:00,73.98763592,22.81282803,30.58708084,27.82949884,0.91,79.30059083,55.88104208,0.12,3.83,Reduce AHU,1
5/2/2025 4:00,67.8805299,22.33177163,28.99819454,20.65665073,0.82,77.33363285,39.80185062,0.08,3.34,Boost All,3
5/2/2025 5:00,100,25.31066472,31.39922112,23.0091114,1.03,100,46.45083784,0.15,0.99,Boost All,3
5/2/2025 6:00,64.18422376,21.00570584,25.67801516,26.58780413,0.81,69.51600347,50.27053151,0.09,2.59,Eco Mode,4
5/2/2025 7:00,86.8089132,25.34530947,32.0890382,24.58912374,0.88,80.68209967,46.75676157,0.1,0.59,Boost All,3
5/2/2025 8:00,77.73314193,23.09814831,29.23475389,21.76855332,0.87,79.57843088,46.9433529,0.08,2.23,Maintain,2
5/2/2025 9:00,47.20446911,20.5401857,27.36313177,24.39378388,0.53,37.69768674,45.66747628,0.05,0.39,Boost All,3
5/2/2025 10:00,58.75405132,21.6311526,26.65255939,24.91534461,0.77,62.89333559,53.03352153,0.09,0.92,Increase Chiller,0
5/2/2025 11:00,46.89400743,18.9974963,24.50705802,23.8621301,0.66,51.53395834,48.8295997,0.09,0.14,Increase Chiller,0
5/2/2025 12:00,43.86823705,19.50525982,25.32584686,24.36357655,0.51,36.40679323,44.50780233,0.04,0.36,Reduce AHU,1
5/2/2025 13:00,76.35018592,23.94972802,24.97503548,18,0.76,75.12301878,31.77172218,0.08,6,Eco Mode,4
5/2/2025 14:00,77.15057726,22.36938488,27.55084208,25.54969409,0.86,72.57574311,55.71211722,0.08,1.55,Increase Chiller,0
5/2/2025 15:00,71.81746986,21.76948741,29.79183632,21.91904784,0.74,67.83641956,39.11907521,0.07,2.08,Boost All,3
5/2/2025 16:00,54.2383243,18.68414322,25.66442244,24.57335345,0.67,52.0760163,51.17799714,0.07,0.57,Eco Mode,4
5/2/2025 17:00,97.29219092,25.14041556,32.06237533,27.17838842,1.07,100,54.28720366,0.1,3.18,Eco Mode,4
5/2/2025 18:00,90.7044551,24.41594086,28.55275439,22.82068642,0.97,89.83774027,49.81682508,0.12,1.18,Maintain,2
5/2/2025 19:00,54.72351746,18.95432102,23.53932216,23.16980613,0.69,58.8256709,44.48672748,0.1,0.83,Eco Mode,4
5/2/2025 20:00,24.327596,15.64630475,21.52134508,20.00869865,0.48,33.32119502,43.45235145,0.07,3.99,Maintain,2
5/2/2025 21:00,59.90586226,22.19941954,32.02978587,20.43061828,0.62,51.21667819,41.84597242,0.06,3.57,Increase Chiller,0
5/2/2025 22:00,50.58593853,20.63483019,23.4648544,21.06028994,0.66,59.20921259,37.33963892,0.07,2.94,Maintain,2
5/2/2025 23:00,52.30369602,20.1049182,25.58291816,22.82124566,0.68,57.78599174,44.16447522,0.06,1.18,Eco Mode,4
5/3/2025 0:00,50.58722736,19.60881086,27.58475747,25.08515406,0.71,59.70008578,46.63969551,0.06,1.09,Maintain,2
5/3/2025 1:00,62.96374444,21.03664059,26.5456579,27.52429503,0.76,60.90408101,55.16932536,0.09,3.52,Reduce AHU,1
5/3/2025 2:00,79.49869755,22.36617538,22.36617538,25.8533358,0.97,87.60746121,53.01470329,0.09,1.85,Boost All,3
5/3/2025 3:00,29.24931827,18.24172182,25.00341133,23.40359541,0.51,33.85900428,47.02985993,0.07,0.6,Boost All,3
5/3/2025 4:00,51.20204264,20.60427173,30.22304266,28.07971276,0.73,58.5946296,52.13984439,0.06,4.08,Boost All,3
5/3/2025 5:00,25.47777049,15.87236157,18.27158795,23.51975534,0.5,33.80226741,45.95974864,0.05,0.48,Eco Mode,4
5/3/2025 6:00,85.84974185,22.78047473,27.06091612,22.55828113,0.89,82.45515695,46.79871545,0.08,1.44,Boost All,3
5/3/2025 7:00,45.49824097,19.68805787,25.42732528,28.90313242,0.61,37.46542297,61.28220362,0.07,4.9,Reduce AHU,1
5/3/2025 8:00,100,25.12313435,30.79952294,23.25143518,1.02,97.09606002,48.70228744,0.1,0.75,Increase Chiller,0
5/3/2025 9:00,56.88675346,20.09521262,28.37501808,20.92489036,0.69,62.70512435,38.40822158,0.08,3.08,Reduce AHU,1
5/3/2025 10:00,78.19034144,20.78540275,27.95275203,21.69031502,0.89,84.3267797,43.7462499,0.07,2.31,Maintain,2
5/3/2025 11:00,77.05636205,22.68118798,25.66780047,26.35934657,0.95,83.80139073,55.37684497,0.1,2.36,Boost All,3
5/3/2025 12:00,89.02947478,26.48407666,31.16082093,22.03841169,0.86,83.31593005,39.18175277,0.11,1.96,Eco Mode,4
5/3/2025 13:00,35.21393176,19.05072818,21.65210312,24.61554286,0.52,36.11286313,45.83143589,0.07,0.62,Boost All,3
5/3/2025 14:00,41.73055543,18.4892481,23.25001355,24.646648,0.65,47.86179807,52.95978862,0.09,0.65,Increase Chiller,0
5/3/2025 15:00,72.02781027,22.08288286,27.78470619,28.13788309,0.9,76.88456161,56.038381,0.13,4.14,Reduce AHU,1
5/3/2025 16:00,86.14323251,23.23622654,25.70943864,23.3633861,0.89,80.1243002,50.17345962,0.12,0.64,Eco Mode,4
5/3/2025 17:00,32.49780079,18.04745498,21.96266928,26.9731974,0.46,24.228234,53.17722135,0.04,2.97,Boost All,3
5/3/2025 18:00,75.02313199,21.34635564,30.43363849,26.21921912,0.92,83.54396041,49.57876767,0.11,2.22,Increase Chiller,0
5/3/2025 19:00,60.68325907,19.69801727,25.12798907,34.25718016,0.74,51.23014987,65.40550103,0.08,10.26,Increase Chiller,0
5/3/2025 20:00,69.74630073,22.12248806,25.89183983,19.918412,0.8,73.5777611,42.96793902,0.07,4.08,Reduce AHU,1
5/3/2025 21:00,27.58521368,16.88242352,19.23000379,25.97291035,0.56,37.12248481,52.6568021,0.08,1.97,Increase Chiller,0
5/3/2025 22:00,58.31051344,21.92633365,27.82305231,29.47773958,0.78,63.49350653,54.20771811,0.08,5.48,Maintain,2
5/3/2025 23:00,80.26939881,22.17868759,26.69148757,27.91381821,0.93,83.54627847,53.03621269,0.11,3.91,Eco Mode,4
5/4/2025 0:00,81.42834506,22.12278102,27.64264347,18,0.77,74.28150028,35.8001415,0.07,6,Increase Chiller,0
5/4/2025 1:00,87.00635941,23.22312833,29.05452815,21.97362441,0.98,94.17090863,44.80881379,0.12,2.03,Reduce AHU,1
5/4/2025 2:00,68.15281912,20.53622459,28.93460787,22.93993745,0.7,60.37363609,43.07516852,0.08,1.06,Boost All,3
5/4/2025 3:00,81.28624612,23.7601293,29.58126435,23.81971611,0.82,74.52062922,45.75149548,0.09,0.18,Boost All,3
5/4/2025 4:00,66.12250712,20.62997392,25.89181409,23.66848184,0.8,68.64429317,49.83301088,0.09,0.33,Boost All,3
5/4/2025 5:00,93.00012397,23.01866256,28.32943077,22.27152782,1,97.82936335,42.82662616,0.1,1.73,Eco Mode,4
5/4/2025 6:00,89.41482201,23.59083148,28.00021267,18,0.97,99.00260004,34.79524065,0.11,6,Boost All,3
5/4/2025 7:00,47.50899722,18.6309969,20.90219465,20.10449077,0.53,42.36261752,38.81111463,0.07,3.9,Increase Chiller,0
5/4/2025 8:00,43.84260077,20.85770024,28.04116723,26.1200087,0.53,36.69054472,48.1352083,0.05,2.12,Reduce AHU,1
5/4/2025 9:00,57.07613194,19.00686876,23.97900658,26.26955546,0.78,64.27537416,53.84527849,0.08,2.27,Maintain,2
5/4/2025 10:00,63.07480272,19.91204612,23.6505433,24.56353747,0.69,56.58329236,46.87777423,0.07,0.56,Reduce AHU,1
5/4/2025 11:00,35.31476634,18.49595085,21.44285116,22.54967285,0.5,32.29279073,47.46402564,0.06,1.45,Reduce AHU,1
5/4/2025 12:00,57.97429321,19.95144435,21.62251857,24.86895464,0.72,59.43679992,49.59725525,0.06,0.87,Increase Chiller,0
5/4/2025 13:00,10.82736206,15.35958812,20.30444684,22.50135423,0.38,20,44.64674314,0.05,1.5,Increase Chiller,0
5/4/2025 14:00,69.96295387,23.93729605,26.93922745,18.88045182,0.82,77.5296497,40.06115299,0.07,5.12,Eco Mode,4
5/4/2025 15:00,80.86399448,22.68526576,28.42848609,25.66336886,0.93,82.25960539,53.50270511,0.13,1.66,Boost All,3
5/4/2025 16:00,62.03005371,21.69007773,26.40484126,26.77301445,0.72,59.02440811,48.64045961,0.11,2.77,Maintain,2
5/4/2025 17:00,61.85584593,21.49353933,29.7535618,22.37298352,0.67,55.29213147,44.81634597,0.08,1.63,Boost All,3
5/4/2025 18:00,89.00698408,23.2463226,30.21355722,24.33151688,0.94,86.47552831,49.1295645,0.11,0.33,Boost All,3
5/4/2025 19:00,66.06985396,22.24711922,28.34800637,31.2496854,0.79,59.92726514,62.4784685,0.1,7.25,Reduce AHU,1
5/4/2025 20:00,71.04338222,21.50096154,26.195411,20.68751348,0.81,72.48410933,45.61132274,0.08,3.31,Eco Mode,4
5/4/2025 21:00,68.6915002,20.27584704,21.44318364,26.21357844,0.77,62.98878101,53.98320798,0.09,2.21,Maintain,2
5/4/2025 22:00,72.38602664,21.25672752,24.67902005,21.37444011,0.83,79.20829379,38.8760976,0.1,2.63,Maintain,2
5/4/2025 23:00,71.2446244,23.57787285,28.98603931,24.18592947,0.74,61.39160552,50.22029749,0.1,0.19,Reduce AHU,1
5/5/2025 0:00,65.18903794,20.49850049,27.47356494,18,0.69,62.3433101,39.19202989,0.1,6,Eco Mode,4
5/5/2025 1:00,57.36085262,20.14854411,28.0338516,21.07032387,0.66,58.2260462,38.54090531,0.06,2.93,Boost All,3
5/5/2025 2:00,85.13973069,23.29656153,25.77618312,26.2240725,0.92,82.29349546,51.97197178,0.11,2.22,Increase Chiller,0
5/5/2025 3:00,80.45168021,24.47605888,32.66373596,30.4620942,1.01,86.30646411,64.48733562,0.11,6.46,Reduce AHU,1
5/5/2025 4:00,66.40729934,20.05770894,25.83478469,24.20556973,0.78,66.19703831,49.13896462,0.1,0.21,Boost All,3
5/5/2025 5:00,77.2025905,21.84441851,27.54701295,20.97021621,0.9,83.19293412,46.50395811,0.1,3.03,Boost All,3
5/5/2025 6:00,11.62837403,18.30335966,24.28467881,21.59379165,0.38,20,44.81835173,0.04,2.41,Reduce AHU,1
5/5/2025 7:00,72.4881314,23.98268949,29.85302276,26.35945301,0.76,65.32123427,48.04659359,0.1,2.36,Maintain,2
5/5/2025 8:00,40.14563863,19.02695229,26.48238389,21.9339332,0.56,42.3810138,43.22898244,0.06,2.07,Reduce AHU,1
5/5/2025 9:00,73.38720267,20.71336396,25.18834253,27.18006123,0.88,74.82864431,56.18619233,0.08,3.18,Reduce AHU,1
5/5/2025 10:00,42.31993716,18.92033431,25.64292518,24.8171335,0.62,44.01298133,53.88444584,0.08,0.82,Maintain,2
5/5/2025 11:00,80.97008331,24.29181075,31.98077481,23.31682133,0.91,85.57996719,45.19664365,0.12,0.68,Increase Chiller,0
5/5/2025 12:00,76.98894106,22.47259941,25.9703316,25.46864301,0.95,84.33976611,55.59774923,0.13,1.47,Maintain,2
5/5/2025 13:00,14.05996682,15.68268283,19.966883,19.15806868,0.35,22.9485626,33.90471014,0.03,4.84,Boost All,3
5/5/2025 14:00,55.37074395,23.08175619,26.96923192,23.65653136,0.71,56.67638251,51.61513034,0.08,0.34,Boost All,3
5/5/2025 15:00,72.40048891,23.53257222,29.01639786,20.71791982,0.76,67.61078069,42.95469639,0.1,3.28,Eco Mode,4
5/5/2025 16:00,93.44187866,24.90340008,30.18940069,23.12048801,0.93,85.40637596,48.45453261,0.12,0.88,Boost All,3
